Senaryo;SpinNo;Bahis;Odenen;CarpanDeger;Bonus;Kategori;SpinTipi
"0. Normal Oyun";477;100;0;0;False;Normal;Normal
"0. Normal Oyun";478;100;0;0;False;Normal;Normal
"0. Normal Oyun";479;100;40;0;False;Normal;Normal
"0. Normal Oyun";480;100;0;0;False;Normal;Normal
"0. Normal Oyun";481;100;0;0;False;Normal;Normal
"0. Normal Oyun";482;100;0;0;False;Normal;Normal
"0. Normal Oyun";483;100;600;2;False;MegaWin;Normal
"0. Normal Oyun";484;100;0;0;False;Normal;Normal
"0. Normal Oyun";485;100;0;0;False;Normal;Normal
"0. Normal Oyun";486;100;0;0;False;Normal;Normal
"0. Normal Oyun";487;100;60;0;False;Normal;Normal
"0. Normal Oyun";488;100;0;0;False;Normal;Normal
"0. Normal Oyun";489;100;0;0;False;Normal;Normal
"0. Normal Oyun";490;100;0;0;False;Normal;Normal
"0. Normal Oyun";491;100;0;0;False;Normal;Normal
"0. Normal Oyun";492;100;70;0;False;Normal;Normal
"0. Normal Oyun";493;100;0;0;False;Normal;Normal
"0. Normal Oyun";494;100;160;0;False;Normal;Normal
"0. Normal Oyun";495;100;0;0;False;Normal;Normal
"0. Normal Oyun";496;100;0;0;False;Normal;Normal
"0. Normal Oyun";497;100;0;0;False;Normal;Normal
"0. Normal Oyun";498;100;0;0;False;Normal;Normal
"0. Normal Oyun";499;100;0;0;False;Normal;Normal
"0. Normal Oyun";500;100;0;0;False;Normal;Normal
"0. Normal Oyun";501;100;0;0;False;Normal;Normal
"0. Normal Oyun";502;100;0;0;False;Normal;Normal
"0. Normal Oyun";503;100;0;0;False;Normal;Normal
"0. Normal Oyun";504;100;0;0;False;Normal;Normal
"0. Normal Oyun";505;100;0;0;False;Normal;Normal
"0. Normal Oyun";506;100;0;0;False;Normal;Normal
"0. Normal Oyun";507;100;100;0;False;Normal;Normal
"0. Normal Oyun";508;100;0;0;False;Normal;Normal
"0. Normal Oyun";509;100;800;2;False;MegaWin;Normal
"0. Normal Oyun";510;100;30;0;False;Normal;Normal
"0. Normal Oyun";511;100;0;0;False;Normal;Normal
"0. Normal Oyun";512;100;0;0;False;Normal;Normal
"0. Normal Oyun";513;100;0;0;False;Normal;Normal
"0. Normal Oyun";514;100;0;0;False;Normal;Normal
"0. Normal Oyun";515;100;0;0;False;Normal;Normal
"0. Normal Oyun";516;100;0;0;False;Normal;Normal
"0. Normal Oyun";517;100;0;0;False;Normal;Normal
"0. Normal Oyun";518;100;0;0;False;Normal;Normal
"0. Normal Oyun";519;100;70;0;False;Normal;Normal
"0. Normal Oyun";520;100;0;0;False;Normal;Normal
"0. Normal Oyun";521;100;500;5;False;MegaWin;Normal
"0. Normal Oyun";522;100;50;0;False;Normal;Normal
"0. Normal Oyun";523;100;0;0;False;Normal;Normal
"0. Normal Oyun";524;100;0;0;False;Normal;Normal
"0. Normal Oyun";525;100;500;8;False;MegaWin;Normal
"0. Normal Oyun";526;100;0;0;False;Normal;Normal
"0. Normal Oyun";527;100;0;0;False;Normal;Normal
"0. Normal Oyun";528;100;0;0;False;Normal;Normal
"0. Normal Oyun";529;100;0;0;False;Normal;Normal
"0. Normal Oyun";530;100;40;0;False;Normal;Normal
"0. Normal Oyun";531;100;0;0;False;Normal;Normal
"0. Normal Oyun";532;100;0;0;False;Normal;Normal
"0. Normal Oyun";533;100;0;0;False;Normal;Normal
"0. Normal Oyun";534;100;80;0;False;Normal;Normal
"0. Normal Oyun";535;100;70;0;True;Normal;Bonus
"0. Normal Oyun";536;100;60;0;False;Normal;Normal
"0. Normal Oyun";537;100;90;0;False;Normal;Normal
"0. Normal Oyun";538;100;0;0;False;Normal;Normal
"0. Normal Oyun";539;100;240;0;False;BigWin;Normal
"0. Normal Oyun";540;100;0;0;False;Normal;Normal
"0. Normal Oyun";541;100;50;0;False;Normal;Normal
"0. Normal Oyun";542;100;0;0;False;Normal;Normal
"0. Normal Oyun";543;100;0;0;False;Normal;Normal
"0. Normal Oyun";544;100;0;0;False;Normal;Normal
"0. Normal Oyun";545;100;0;0;False;Normal;Normal
"0. Normal Oyun";546;100;0;0;False;Normal;Normal
"0. Normal Oyun";547;100;0;0;False;Normal;Normal
"0. Normal Oyun";548;100;150;2;False;Normal;Normal
"0. Normal Oyun";549;100;0;0;False;Normal;Normal
"0. Normal Oyun";550;100;0;0;False;Normal;Normal
"0. Normal Oyun";551;100;0;0;False;Normal;Normal
"0. Normal Oyun";552;100;0;0;False;Normal;Normal
"0. Normal Oyun";553;100;30;0;False;Normal;Normal
"0. Normal Oyun";554;100;3740;2;False;EpicWin;Normal
"0. Normal Oyun";555;100;0;0;False;Normal;Normal
"0. Normal Oyun";556;100;0;0;False;Normal;Normal
"0. Normal Oyun";557;100;830;0;True;MegaWin;Bonus
"0. Normal Oyun";558;100;0;0;False;Normal;Normal
"0. Normal Oyun";559;100;0;0;False;Normal;Normal
"0. Normal Oyun";560;100;0;0;False;Normal;Normal
"0. Normal Oyun";561;100;70;0;False;Normal;Normal
"0. Normal Oyun";562;100;0;0;False;Normal;Normal
"0. Normal Oyun";563;100;0;0;False;Normal;Normal
"0. Normal Oyun";564;100;0;0;False;Normal;Normal
"0. Normal Oyun";565;100;20;0;False;Normal;Normal
"0. Normal Oyun";566;100;0;0;False;Normal;Normal
"0. Normal Oyun";567;100;0;0;False;Normal;Normal
"0. Normal Oyun";568;100;0;0;False;Normal;Normal
"0. Normal Oyun";569;100;0;0;False;Normal;Normal
"0. Normal Oyun";570;100;0;0;False;Normal;Normal
"0. Normal Oyun";571;100;700;2;False;MegaWin;Normal
"0. Normal Oyun";572;100;110;0;False;Normal;Normal
"0. Normal Oyun";573;100;330;0;False;BigWin;Normal
"0. Normal Oyun";574;100;0;0;False;Normal;Normal
"0. Normal Oyun";575;100;0;0;False;Normal;Normal
"0. Normal Oyun";576;100;0;0;False;Normal;Normal
"0. Normal Oyun";577;100;30;0;False;Normal;Normal
"0. Normal Oyun";578;100;120;0;False;Normal;Normal
"0. Normal Oyun";579;100;0;0;False;Normal;Normal
"0. Normal Oyun";580;100;960;10;False;MegaWin;Normal
"0. Normal Oyun";581;100;0;0;False;Normal;Normal
"0. Normal Oyun";582;100;1600;8;False;EpicWin;Normal
"0. Normal Oyun";583;100;0;0;False;Normal;Normal
"0. Normal Oyun";584;100;0;0;False;Normal;Normal
"0. Normal Oyun";585;100;0;0;False;Normal;Normal
"0. Normal Oyun";586;100;20;0;False;Normal;Normal
"0. Normal Oyun";587;100;0;0;False;Normal;Normal
"0. Normal Oyun";588;100;100;0;False;Normal;Normal
"0. Normal Oyun";589;100;0;0;False;Normal;Normal
"0. Normal Oyun";590;100;60;0;False;Normal;Normal
"0. Normal Oyun";591;100;0;0;False;Normal;Normal
"0. Normal Oyun";592;100;0;0;False;Normal;Normal
"0. Normal Oyun";593;100;0;0;False;Normal;Normal
"0. Normal Oyun";594;100;20;0;False;Normal;Normal
"0. Normal Oyun";595;100;0;0;False;Normal;Normal
"0. Normal Oyun";596;100;0;0;False;Normal;Normal
"0. Normal Oyun";597;100;1200;5;False;MegaWin;Normal
"0. Normal Oyun";598;100;0;0;False;Normal;Normal
"0. Normal Oyun";599;100;0;0;False;Normal;Normal
"0. Normal Oyun";600;100;1840;8;False;EpicWin;Normal
"0. Normal Oyun";601;100;0;0;False;Normal;Normal
"0. Normal Oyun";602;100;30;0;False;Normal;Normal
"0. Normal Oyun";603;100;110;0;False;Normal;Normal
"0. Normal Oyun";604;100;0;0;False;Normal;Normal
"0. Normal Oyun";605;100;1320;2;False;MegaWin;Normal
"0. Normal Oyun";606;100;0;0;False;Normal;Normal
"0. Normal Oyun";607;100;20;0;False;Normal;Normal
"0. Normal Oyun";608;100;0;0;False;Normal;Normal
"0. Normal Oyun";609;100;360;10;False;BigWin;Normal
"0. Normal Oyun";610;100;0;0;False;Normal;Normal
"0. Normal Oyun";611;100;0;0;False;Normal;Normal
"0. Normal Oyun";612;100;20;0;False;Normal;Normal
"0. Normal Oyun";613;100;0;0;False;Normal;Normal
"0. Normal Oyun";614;100;880;5;False;MegaWin;Normal
"0. Normal Oyun";615;100;0;0;False;Normal;Normal
"0. Normal Oyun";616;100;0;0;False;Normal;Normal
"0. Normal Oyun";617;100;0;0;False;Normal;Normal
"0. Normal Oyun";618;100;0;0;False;Normal;Normal
"0. Normal Oyun";619;100;0;0;False;Normal;Normal
"0. Normal Oyun";620;100;50;0;False;Normal;Normal
"0. Normal Oyun";621;100;0;0;False;Normal;Normal
"0. Normal Oyun";622;100;0;0;False;Normal;Normal
"0. Normal Oyun";623;100;0;0;False;Normal;Normal
"0. Normal Oyun";624;100;450;5;False;BigWin;Normal
"0. Normal Oyun";625;100;0;0;False;Normal;Normal
"0. Normal Oyun";626;100;30;0;False;Normal;Normal
"0. Normal Oyun";627;100;50;0;False;Normal;Normal
"0. Normal Oyun";628;100;0;0;False;Normal;Normal
"0. Normal Oyun";629;100;0;0;False;Normal;Normal
"0. Normal Oyun";630;100;0;0;False;Normal;Normal
"0. Normal Oyun";631;100;0;0;False;Normal;Normal
"0. Normal Oyun";632;100;0;0;False;Normal;Normal
"0. Normal Oyun";633;100;220;0;False;BigWin;Normal
"0. Normal Oyun";634;100;0;0;False;Normal;Normal
"0. Normal Oyun";635;100;0;0;False;Normal;Normal
"0. Normal Oyun";636;100;30;0;False;Normal;Normal
"0. Normal Oyun";637;100;0;0;False;Normal;Normal
"0. Normal Oyun";638;100;0;0;False;Normal;Normal
"0. Normal Oyun";639;100;120;0;False;Normal;Normal
"0. Normal Oyun";640;100;0;0;False;Normal;Normal
"0. Normal Oyun";641;100;0;0;False;Normal;Normal
"0. Normal Oyun";642;100;0;0;False;Normal;Normal
"0. Normal Oyun";643;100;0;0;False;Normal;Normal
"0. Normal Oyun";644;100;250;5;False;BigWin;Normal
"0. Normal Oyun";645;100;0;0;False;Normal;Normal
"0. Normal Oyun";646;100;0;0;False;Normal;Normal
"0. Normal Oyun";647;100;40;0;False;Normal;Normal
"0. Normal Oyun";648;100;90;0;False;Normal;Normal
"0. Normal Oyun";649;100;0;0;False;Normal;Normal
"0. Normal Oyun";650;100;160;0;True;Normal;Bonus
"0. Normal Oyun";651;100;900;5;False;MegaWin;Normal
"0. Normal Oyun";652;100;0;0;False;Normal;Normal
"0. Normal Oyun";653;100;0;0;False;Normal;Normal
"0. Normal Oyun";654;100;60;0;False;Normal;Normal
"0. Normal Oyun";655;100;1500;10;False;EpicWin;Normal
"0. Normal Oyun";656;100;130;0;False;Normal;Normal
"0. Normal Oyun";657;100;0;0;False;Normal;Normal
"0. Normal Oyun";658;100;0;0;False;Normal;Normal
"0. Normal Oyun";659;100;40;0;False;Normal;Normal
"0. Normal Oyun";660;100;110;0;False;Normal;Normal
"0. Normal Oyun";661;100;0;0;False;Normal;Normal
"0. Normal Oyun";662;100;1280;8;False;MegaWin;Normal
"0. Normal Oyun";663;100;0;0;False;Normal;Normal
"0. Normal Oyun";664;100;0;0;False;Normal;Normal
"0. Normal Oyun";665;100;0;0;False;Normal;Normal
"0. Normal Oyun";666;100;20;0;False;Normal;Normal
"0. Normal Oyun";667;100;0;0;False;Normal;Normal
"0. Normal Oyun";668;100;80;0;False;Normal;Normal
"0. Normal Oyun";669;100;0;0;False;Normal;Normal
"0. Normal Oyun";670;100;0;0;False;Normal;Normal
"0. Normal Oyun";671;100;0;0;False;Normal;Normal
"0. Normal Oyun";672;100;60;0;False;Normal;Normal
"0. Normal Oyun";673;100;0;0;False;Normal;Normal
"0. Normal Oyun";674;100;0;0;False;Normal;Normal
"0. Normal Oyun";675;100;0;0;False;Normal;Normal
"0. Normal Oyun";676;100;20;0;False;Normal;Normal
"0. Normal Oyun";677;100;1040;2;False;MegaWin;Normal
"0. Normal Oyun";678;100;0;0;False;Normal;Normal
"0. Normal Oyun";679;100;50;0;False;Normal;Normal
"0. Normal Oyun";680;100;0;0;False;Normal;Normal
"0. Normal Oyun";681;100;0;0;False;Normal;Normal
"0. Normal Oyun";682;100;0;0;False;Normal;Normal
"0. Normal Oyun";683;100;0;0;False;Normal;Normal
"0. Normal Oyun";684;100;0;0;False;Normal;Normal
"0. Normal Oyun";685;100;0;0;False;Normal;Normal
"0. Normal Oyun";686;100;0;0;False;Normal;Normal
"0. Normal Oyun";687;100;0;0;False;Normal;Normal
"0. Normal Oyun";688;100;0;0;False;Normal;Normal
"0. Normal Oyun";689;100;0;0;False;Normal;Normal
"0. Normal Oyun";690;100;0;0;False;Normal;Normal
"0. Normal Oyun";691;100;0;0;False;Normal;Normal
"0. Normal Oyun";692;100;900;5;False;MegaWin;Normal
"0. Normal Oyun";693;100;0;0;False;Normal;Normal
"0. Normal Oyun";694;100;0;0;False;Normal;Normal
"0. Normal Oyun";695;100;0;0;False;Normal;Normal
"0. Normal Oyun";696;100;0;0;False;Normal;Normal
"0. Normal Oyun";697;100;0;0;False;Normal;Normal
"0. Normal Oyun";698;100;950;0;True;MegaWin;Bonus
"0. Normal Oyun";699;100;0;0;False;Normal;Normal
"0. Normal Oyun";700;100;50;0;False;Normal;Normal
"0. Normal Oyun";701;100;0;0;False;Normal;Normal
"0. Normal Oyun";702;100;0;0;False;Normal;Normal
"0. Normal Oyun";703;100;120;0;True;Normal;Bonus
"0. Normal Oyun";704;100;0;0;False;Normal;Normal
"0. Normal Oyun";705;100;850;2;False;MegaWin;Normal
"0. Normal Oyun";706;100;80;0;False;Normal;Normal
"0. Normal Oyun";707;100;280;0;False;BigWin;Normal
"0. Normal Oyun";708;100;40;0;False;Normal;Normal
"0. Normal Oyun";709;100;50;0;False;Normal;Normal
"0. Normal Oyun";710;100;0;0;False;Normal;Normal
"0. Normal Oyun";711;100;0;0;False;Normal;Normal
"0. Normal Oyun";712;100;0;0;False;Normal;Normal
"0. Normal Oyun";713;100;40;0;False;Normal;Normal
"0. Normal Oyun";714;100;90;0;False;Normal;Normal
"0. Normal Oyun";715;100;0;0;False;Normal;Normal
"0. Normal Oyun";716;100;0;0;False;Normal;Normal
"0. Normal Oyun";717;100;0;0;False;Normal;Normal
"0. Normal Oyun";718;100;0;0;False;Normal;Normal
"0. Normal Oyun";719;100;1200;2;False;MegaWin;Normal
"0. Normal Oyun";720;100;40;0;False;Normal;Normal
"0. Normal Oyun";721;100;50;0;False;Normal;Normal
"0. Normal Oyun";722;100;20;0;False;Normal;Normal
"0. Normal Oyun";723;100;0;0;False;Normal;Normal
"0. Normal Oyun";724;100;0;0;False;Normal;Normal
"0. Normal Oyun";725;100;0;0;False;Normal;Normal
"0. Normal Oyun";726;100;0;0;False;Normal;Normal
"0. Normal Oyun";727;100;0;0;False;Normal;Normal
"0. Normal Oyun";728;100;0;0;False;Normal;Normal
"0. Normal Oyun";729;100;100;0;False;Normal;Normal
"0. Normal Oyun";730;100;20;0;False;Normal;Normal
"0. Normal Oyun";731;100;0;0;False;Normal;Normal
"0. Normal Oyun";732;100;0;0;False;Normal;Normal
"0. Normal Oyun";733;100;0;0;False;Normal;Normal
"0. Normal Oyun";734;100;0;0;False;Normal;Normal
"0. Normal Oyun";735;100;0;0;False;Normal;Normal
"0. Normal Oyun";736;100;210;0;False;BigWin;Normal
"0. Normal Oyun";737;100;0;0;False;Normal;Normal
"0. Normal Oyun";738;100;0;0;False;Normal;Normal
"0. Normal Oyun";739;100;50;0;False;Normal;Normal
"0. Normal Oyun";740;100;0;0;False;Normal;Normal
"0. Normal Oyun";741;100;0;0;False;Normal;Normal
"0. Normal Oyun";742;100;0;0;False;Normal;Normal
"0. Normal Oyun";743;100;70;0;False;Normal;Normal
"0. Normal Oyun";744;100;1200;5;False;MegaWin;Normal
"0. Normal Oyun";745;100;0;0;False;Normal;Normal
"0. Normal Oyun";746;100;80;0;False;Normal;Normal
"0. Normal Oyun";747;100;0;0;False;Normal;Normal
"0. Normal Oyun";748;100;670;0;True;MegaWin;Bonus
"0. Normal Oyun";749;100;20;0;False;Normal;Normal
"0. Normal Oyun";750;100;2160;10;False;EpicWin;Normal
"0. Normal Oyun";751;100;3360;10;False;EpicWin;Normal
"0. Normal Oyun";752;100;0;0;False;Normal;Normal
"0. Normal Oyun";753;100;0;0;False;Normal;Normal
"0. Normal Oyun";754;100;0;0;False;Normal;Normal
"0. Normal Oyun";755;100;0;0;False;Normal;Normal
"0. Normal Oyun";756;100;80;0;False;Normal;Normal
"0. Normal Oyun";757;100;110;0;False;Normal;Normal
"0. Normal Oyun";758;100;0;0;False;Normal;Normal
"0. Normal Oyun";759;100;0;0;False;Normal;Normal
"0. Normal Oyun";760;100;0;0;False;Normal;Normal
"0. Normal Oyun";761;100;0;0;False;Normal;Normal
"0. Normal Oyun";762;100;0;0;False;Normal;Normal
"0. Normal Oyun";763;100;50;0;False;Normal;Normal
"0. Normal Oyun";764;100;0;0;False;Normal;Normal
"0. Normal Oyun";765;100;400;8;False;BigWin;Normal
"0. Normal Oyun";766;100;100;0;False;Normal;Normal
"0. Normal Oyun";767;100;0;0;False;Normal;Normal
"0. Normal Oyun";768;100;20;0;False;Normal;Normal
"0. Normal Oyun";769;100;0;0;False;Normal;Normal
"0. Normal Oyun";770;100;90;0;False;Normal;Normal
"0. Normal Oyun";771;100;0;0;False;Normal;Normal
"0. Normal Oyun";772;100;0;0;False;Normal;Normal
"0. Normal Oyun";773;100;0;0;False;Normal;Normal
"0. Normal Oyun";774;100;0;0;False;Normal;Normal
"0. Normal Oyun";775;100;0;0;False;Normal;Normal
"0. Normal Oyun";776;100;0;0;False;Normal;Normal
"0. Normal Oyun";777;100;30;0;False;Normal;Normal
"0. Normal Oyun";778;100;60;0;False;Normal;Normal
"0. Normal Oyun";779;100;80;0;False;Normal;Normal
"0. Normal Oyun";780;100;0;0;False;Normal;Normal
"0. Normal Oyun";781;100;0;0;False;Normal;Normal
"0. Normal Oyun";782;100;90;0;False;Normal;Normal
"0. Normal Oyun";783;100;20;0;False;Normal;Normal
"0. Normal Oyun";784;100;0;0;False;Normal;Normal
"0. Normal Oyun";785;100;0;0;False;Normal;Normal
"0. Normal Oyun";786;100;30;0;False;Normal;Normal
"0. Normal Oyun";787;100;0;0;False;Normal;Normal
"0. Normal Oyun";788;100;600;3;False;MegaWin;Normal
"0. Normal Oyun";789;100;0;0;False;Normal;Normal
"0. Normal Oyun";790;100;1560;3;False;EpicWin;Normal
"0. Normal Oyun";791;100;0;0;False;Normal;Normal
"0. Normal Oyun";792;100;0;0;False;Normal;Normal
"0. Normal Oyun";793;100;360;2;False;BigWin;Normal
"0. Normal Oyun";794;100;0;0;False;Normal;Normal
"0. Normal Oyun";795;100;0;0;False;Normal;Normal
"0. Normal Oyun";796;100;0;0;False;Normal;Normal
"0. Normal Oyun";797;100;50;0;False;Normal;Normal
"0. Normal Oyun";798;100;0;0;False;Normal;Normal
"0. Normal Oyun";799;100;0;0;False;Normal;Normal
"0. Normal Oyun";800;100;0;0;False;Normal;Normal
"0. Normal Oyun";801;100;980;10;True;MegaWin;Bonus
"0. Normal Oyun";802;100;0;0;False;Normal;Normal
"0. Normal Oyun";803;100;0;0;False;Normal;Normal
"0. Normal Oyun";804;100;0;0;False;Normal;Normal
"0. Normal Oyun";805;100;0;0;False;Normal;Normal
"0. Normal Oyun";806;100;0;0;False;Normal;Normal
"0. Normal Oyun";807;100;0;0;False;Normal;Normal
"0. Normal Oyun";808;100;330;3;False;BigWin;Normal
"0. Normal Oyun";809;100;0;0;False;Normal;Normal
"0. Normal Oyun";810;100;0;0;False;Normal;Normal
"0. Normal Oyun";811;100;2400;10;False;EpicWin;Normal
"0. Normal Oyun";812;100;0;0;False;Normal;Normal
"0. Normal Oyun";813;100;240;3;False;BigWin;Normal
"0. Normal Oyun";814;100;0;0;False;Normal;Normal
"0. Normal Oyun";815;100;260;3;False;BigWin;Normal
"0. Normal Oyun";816;100;0;0;False;Normal;Normal
"0. Normal Oyun";817;100;0;0;False;Normal;Normal
"0. Normal Oyun";818;100;0;0;False;Normal;Normal
"0. Normal Oyun";819;100;0;0;False;Normal;Normal
"0. Normal Oyun";820;100;0;0;False;Normal;Normal
"0. Normal Oyun";821;100;160;0;False;Normal;Normal
"0. Normal Oyun";822;100;90;0;False;Normal;Normal
"0. Normal Oyun";823;100;0;0;False;Normal;Normal
"0. Normal Oyun";824;100;0;0;False;Normal;Normal
"0. Normal Oyun";825;100;0;0;False;Normal;Normal
"0. Normal Oyun";826;100;50;0;False;Normal;Normal
"0. Normal Oyun";827;100;80;0;False;Normal;Normal
"0. Normal Oyun";828;100;0;0;False;Normal;Normal
"0. Normal Oyun";829;100;0;0;False;Normal;Normal
"0. Normal Oyun";830;100;300;3;False;BigWin;Normal
"0. Normal Oyun";831;100;0;0;False;Normal;Normal
"0. Normal Oyun";832;100;0;0;False;Normal;Normal
"0. Normal Oyun";833;100;0;0;False;Normal;Normal
"0. Normal Oyun";834;100;2640;2;False;EpicWin;Normal
"0. Normal Oyun";835;100;0;0;False;Normal;Normal
"0. Normal Oyun";836;100;0;0;False;Normal;Normal
"0. Normal Oyun";837;100;0;0;False;Normal;Normal
"0. Normal Oyun";838;100;0;0;False;Normal;Normal
"0. Normal Oyun";839;100;0;0;False;Normal;Normal
"0. Normal Oyun";840;100;60;0;False;Normal;Normal
"0. Normal Oyun";841;100;0;0;False;Normal;Normal
"0. Normal Oyun";842;100;0;0;False;Normal;Normal
"0. Normal Oyun";843;100;0;0;False;Normal;Normal
"0. Normal Oyun";844;100;0;0;False;Normal;Normal
"0. Normal Oyun";845;100;0;0;False;Normal;Normal
"0. Normal Oyun";846;100;0;0;False;Normal;Normal
"0. Normal Oyun";847;100;0;0;False;Normal;Normal
"0. Normal Oyun";848;100;0;0;False;Normal;Normal
"0. Normal Oyun";849;100;0;0;False;Normal;Normal
"0. Normal Oyun";850;100;0;0;False;Normal;Normal
"0. Normal Oyun";851;100;0;0;False;Normal;Normal
"0. Normal Oyun";852;100;0;0;False;Normal;Normal
"0. Normal Oyun";853;100;240;0;False;BigWin;Normal
"0. Normal Oyun";854;100;1080;8;False;MegaWin;Normal
"0. Normal Oyun";855;100;0;0;False;Normal;Normal
"0. Normal Oyun";856;100;0;0;False;Normal;Normal
"0. Normal Oyun";857;100;0;0;False;Normal;Normal
"0. Normal Oyun";858;100;0;0;False;Normal;Normal
"0. Normal Oyun";859;100;450;2;False;BigWin;Normal
"0. Normal Oyun";860;100;0;0;False;Normal;Normal
"0. Normal Oyun";861;100;0;0;False;Normal;Normal
"0. Normal Oyun";862;100;0;0;False;Normal;Normal
"0. Normal Oyun";863;100;0;0;False;Normal;Normal
"0. Normal Oyun";864;100;60;0;False;Normal;Normal
"0. Normal Oyun";865;100;40;2;False;Normal;Normal
"0. Normal Oyun";866;100;0;0;False;Normal;Normal
"0. Normal Oyun";867;100;0;0;False;Normal;Normal
"0. Normal Oyun";868;100;0;0;False;Normal;Normal
"0. Normal Oyun";869;100;240;2;False;BigWin;Normal
"0. Normal Oyun";870;100;0;0;False;Normal;Normal
"0. Normal Oyun";871;100;0;0;False;Normal;Normal
"0. Normal Oyun";872;100;0;0;False;Normal;Normal
"0. Normal Oyun";873;100;0;0;False;Normal;Normal
"0. Normal Oyun";874;100;0;0;False;Normal;Normal
"0. Normal Oyun";875;100;0;0;False;Normal;Normal
"0. Normal Oyun";876;100;0;0;False;Normal;Normal
"0. Normal Oyun";877;100;0;0;False;Normal;Normal
"0. Normal Oyun";878;100;0;0;False;Normal;Normal
"0. Normal Oyun";879;100;0;0;False;Normal;Normal
"0. Normal Oyun";880;100;0;0;False;Normal;Normal
"0. Normal Oyun";881;100;180;0;False;Normal;Normal
"0. Normal Oyun";882;100;910;3;False;MegaWin;Normal
"0. Normal Oyun";883;100;20;0;False;Normal;Normal
"0. Normal Oyun";884;100;0;0;False;Normal;Normal
"0. Normal Oyun";885;100;0;0;False;Normal;Normal
"0. Normal Oyun";886;100;40;0;False;Normal;Normal
"0. Normal Oyun";887;100;50;0;False;Normal;Normal
"0. Normal Oyun";888;100;0;0;False;Normal;Normal
"0. Normal Oyun";889;100;0;0;False;Normal;Normal
"0. Normal Oyun";890;100;0;0;False;Normal;Normal
"0. Normal Oyun";891;100;0;0;False;Normal;Normal
"0. Normal Oyun";892;100;0;0;False;Normal;Normal
"0. Normal Oyun";893;100;0;0;False;Normal;Normal
"0. Normal Oyun";894;100;0;0;False;Normal;Normal
"0. Normal Oyun";895;100;0;0;False;Normal;Normal
"0. Normal Oyun";896;100;0;0;False;Normal;Normal
"0. Normal Oyun";897;100;0;0;False;Normal;Normal
"0. Normal Oyun";898;100;120;0;False;Normal;Normal
"0. Normal Oyun";899;100;0;0;False;Normal;Normal
"0. Normal Oyun";900;100;0;0;False;Normal;Normal
"0. Normal Oyun";901;100;0;0;False;Normal;Normal
"0. Normal Oyun";902;100;0;0;False;Normal;Normal
"0. Normal Oyun";903;100;0;0;False;Normal;Normal
"0. Normal Oyun";904;100;0;0;False;Normal;Normal
"0. Normal Oyun";905;100;0;0;False;Normal;Normal
"0. Normal Oyun";906;100;30;0;False;Normal;Normal
"0. Normal Oyun";907;100;0;0;False;Normal;Normal
"0. Normal Oyun";908;100;0;0;False;Normal;Normal
"0. Normal Oyun";909;100;80;0;False;Normal;Normal
"0. Normal Oyun";910;100;0;0;False;Normal;Normal
"0. Normal Oyun";911;100;0;0;False;Normal;Normal
"0. Normal Oyun";912;100;0;0;False;Normal;Normal
"0. Normal Oyun";913;100;0;0;False;Normal;Normal
"0. Normal Oyun";914;100;0;0;False;Normal;Normal
"0. Normal Oyun";915;100;0;0;False;Normal;Normal
"0. Normal Oyun";916;100;0;0;False;Normal;Normal
"0. Normal Oyun";917;100;0;0;False;Normal;Normal
"0. Normal Oyun";918;100;0;0;False;Normal;Normal
"0. Normal Oyun";919;100;0;0;False;Normal;Normal
"0. Normal Oyun";920;100;0;0;False;Normal;Normal
"0. Normal Oyun";921;100;100;0;False;Normal;Normal
"0. Normal Oyun";922;100;0;0;False;Normal;Normal
"0. Normal Oyun";923;100;280;0;False;BigWin;Normal
"0. Normal Oyun";924;100;40;0;False;Normal;Normal
"0. Normal Oyun";925;100;0;0;False;Normal;Normal
"0. Normal Oyun";926;100;0;0;False;Normal;Normal
"0. Normal Oyun";927;100;0;0;False;Normal;Normal
"0. Normal Oyun";928;100;0;0;False;Normal;Normal
"0. Normal Oyun";929;100;40;0;False;Normal;Normal
"0. Normal Oyun";930;100;0;0;False;Normal;Normal
"0. Normal Oyun";931;100;0;0;False;Normal;Normal
"0. Normal Oyun";932;100;0;0;False;Normal;Normal
"0. Normal Oyun";933;100;0;0;False;Normal;Normal
"0. Normal Oyun";934;100;0;0;False;Normal;Normal
"0. Normal Oyun";935;100;0;0;False;Normal;Normal
"0. Normal Oyun";936;100;0;0;False;Normal;Normal
"0. Normal Oyun";937;100;0;0;False;Normal;Normal
"0. Normal Oyun";938;100;0;0;False;Normal;Normal
"0. Normal Oyun";939;100;0;0;False;Normal;Normal
"0. Normal Oyun";940;100;0;0;False;Normal;Normal
"0. Normal Oyun";941;100;0;0;False;Normal;Normal
"0. Normal Oyun";942;100;0;0;False;Normal;Normal
"0. Normal Oyun";943;100;0;0;False;Normal;Normal
"0. Normal Oyun";944;100;380;0;True;BigWin;Bonus
"0. Normal Oyun";945;100;20;0;False;Normal;Normal
"0. Normal Oyun";946;100;40;0;False;Normal;Normal
"0. Normal Oyun";947;100;20;0;False;Normal;Normal
"0. Normal Oyun";948;100;110;0;False;Normal;Normal
"0. Normal Oyun";949;100;400;10;False;BigWin;Normal
"0. Normal Oyun";950;100;1500;10;False;EpicWin;Normal
"0. Normal Oyun";951;100;0;0;False;Normal;Normal
"0. Normal Oyun";952;100;140;0;False;Normal;Normal
"0. Normal Oyun";953;100;0;0;False;Normal;Normal
